id;ide;ide_other;ide_reason;ide_reason_other;ide_rating;ide_moving_reason;ide_moving_reason_other;language;language_other;language_reason;language_reason_other;language_rating;language_moving_reason;language_moving_reason_other;appstack;appstack_other;appstack_reason;appstack_reason_other;appstack_rating;appstack_moving_reason;appstack_moving_reason_other;architecture;architecture_other;architecture_reason;architecture_reason_other;architecture_rating;architecture_moving_reason;architecture_moving_reason_other;database;database_other;database_reason;database_reason_other;database_rating;database_moving_reason;database_moving_reason_other;devops;devops_reason;devops_reason_other;performance;performance_reason;performance_reason_other;exciting_tech;tech_choices;productivity_boost;job_description;job_description_other;company;teamsize;experience_years;country
37b9afbada4bb9d2c0186a0d1ca75759;Eclipse ;;Familiarity: it's what I know;;8;;;Java 7 (or older);;Ecosystem: community, tools, libraries;;7;;;No stack, i.e. plain old Java;;Project requirements: it was the best fit for this particular project;;8;;;;Distributed Replicated;Suitability: it fits our requirements most effectively;;8;;;;Prevayler;Suitability: it fits our architechture / requirements;;5;;Risk of data loss;The Dev team and the Ops team work together;;Easier Testing;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;"Websockets; ";We're good, it feels productive, and we know how to move forward;Database;Architect;;Midsized company (I work in an open plan office);10-19;15;Great Britain
7374ce77a6d8a1794a264f0d0035b9a9;IntelliJ IDEA;;Functionality: it's superior;;10;;;Java 8 (or newer);;Company policy: we're a $LANG shop;;10;;;Custom in-house monstrocity;;Company policy: we have other projects using the same stack;;2;It's a fixed project / company requirement;;Monolith;;Our application stack encourages it;;2;The project kinda works, don't touch what's not completely broken;;;custom in memory distributed datasets;It's strongly encouraged by our application stack choice;;3;The price of the migration is enormous;;We are the DevOps ;Faster resolution of problems;;Developers are equipped with profilers to monitor performance;Performance directly affects our bottom line;;l;I wish we've chosen a different set of technologies;Project architecture;Software Developer;;Contractor / Freelance (I work when, where and for whom I want!);3-9;10;Great Britain
52c5cc2eb8718dd21ccff58b0b7f370c;IntelliJ IDEA;;Functionality: it's superior;;8;;;Groovy;;It was an experiment;;7;;;;Grails;Hype: they told us it's the next big thing;;4;It's a fixed project / company requirement;;Monolith;;Legacy reasons: it was picked ages ago, must have made sense then;;4;It's a fixed project / company requirement;;Oracle DB;;Company policy: we have licenses already;;7;;;We don't even have ops;Faster resolution of problems;;Developers are equipped with profilers to monitor performance;Performance directly affects our bottom line;;"React; Redux; Spring 5; Spring WebFlux; Reactive Streams; Kotlin";I wish we've chosen a different set of technologies;Application stack ;Software Developer;;Midsized company (I work in an open plan office);3-9;3;Croatia
4a6ba98cc3c7978ce6e4c5d40033ee51;Eclipse ;;Functionality: it's superior;;7;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;8;;;Reactive stack, i.e. Play framework, Lagom, Vert.x, etc;;Project requirements: it was the best fit for this particular project;;8;;;Microservices;;Suitability: it fits our requirements most effectively;;7;;;MySQL;;Familiarity: we know it the best;;9;;;We have a DevOps engineer;Stable operating environment;;We react to the user complains;Performance directly affects our bottom line;;elide.io;We're good, it feels productive, and we know how to move forward;I need more tools not changing the existing;Team Lead;;Small company (I work in a shared office space or small office);10-19;12;Italy
7d31976273dfce2c2441695847f27fc4;Eclipse ;;Familiarity: it's what I know;;8;;;Java 8 (or newer);;Company policy: we're a $LANG shop;;9;;;No stack, i.e. plain old Java;;Project requirements: it was the best fit for this particular project;;7;;;SOA;;Company policy: all projects use it;;7;;;MySQL;;Budget;;7;;;At least we talk to the Ops people;Lowering complexity of the maintenance;;We have APMs and monitor health of the deployments;Performance directly affects our bottom line;;ORACLE BPM;We're good, it feels productive, and we know how to move forward;We need to care about performance more;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);3-9;7;United States of America (USA)
8544a1fea6e7de545bec9fdcf9ae6f7d;Eclipse ;;Functionality: it's superior;;9;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;7;;;Spring ;;It's functionally superior;;10;;;Monolith;;Suitability: it fits our requirements most effectively;;5;;Teams too small...;;Informix;Company policy: we have licenses already;;5;It's a fixed project / company requirement;;We don't even have ops;;...;We have professional perf engineers in the team;Performance has never been a requirement;;"Spring;Spring Boot;Angular 2;Wicket";We're good, it feels productive, and we know how to move forward;Database;Software Developer;;Small company (I work in a shared office space or small office);3-9;7;Germany
329a9ddb3d7ed607a146bb96652419f5;IntelliJ IDEA;;Functionality: it's superior;;8;;;Java 8 (or newer);;Functional superiority;;8;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;6;;;Microservices;;Suitability: it fits our requirements most effectively;;8;;;Postgres;;Familiarity: we know it the best;;8;;;We don't even have ops;Stable operating environment;;We react to the user complains;Performance directly affects our bottom line;;elastic;I wish we've chosen a different set of technologies;Project architecture;Consultant;;Contractor / Freelance (I work when, where and for whom I want!);3-9;24;Estonia
d80c438176eaceec1b9378e166dae947;Eclipse ;;Company policy;;7;;;Java 7 (or older);;Ecosystem: community, tools, libraries;;7;;;Custom in-house monstrocity;;Company policy: we have other projects using the same stack;;3;It's a fixed project / company requirement;;Split architecture: frontend / backend;;Company policy: all projects use it;;5;It's a fixed project / company requirement;;;Whatever the client wants. ;It's strongly encouraged by our application stack choice;;7;;;At least we talk to the Ops people;Faster delivery of features;;We benchmark or have performance tests to catch regressions;We don't know how to properly address performance issues;;Na;I wish we've chosen a different set of technologies;Application stack ;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);100+;3;Great Britain
7d209a7641ce6fa515cbb2e7eb6f061f;Eclipse ;;Budget;;2;;Company won't pay for it;Java 8 (or newer);;Ecosystem: community, tools, libraries;;9;;;Java EE;;Ecosystem: tooling, libraries, plenty of users, and support;;6;;;SOA;;Suitability: it fits our requirements most effectively;;7;;;Cassandra;;Suitability: it fits our architechture / requirements;;10;;;At least we talk to the Ops people;Faster delivery of features;;We have professional perf engineers in the team;Performance directly affects our bottom line;;Using new Java 8 language features;We're good, it feels productive, and we know how to move forward;Application stack ;Team Lead;;Enterprise Company (I work in a cubicle or large open plan office);3-9;20;United States of America (USA)
f036d3b51e37709911ed4e214ecda78c;IntelliJ IDEA;;Functionality: it's superior;;9;;;Java 7 (or older);;Company policy: we're a $LANG shop;;6;;;Custom in-house monstrocity;;;It was bad decision done long time ago, and now too expensive to replace massively.;2;;Owners, top management does not like If billing rate drops dramatically.;Monolith;;Legacy reasons: it was picked ages ago, must have made sense then;;2;;Top management feels that no customer is willing to pay that.;;IBM DB2;;Legacy code and db2 specific procedures optimized for big customers.;2;The price of the migration is enormous;;We are the DevOps ;Happier team;;We react to the user complains;;Sometimes customers have exact performance requirements, then we do more to achieve that. But performance is not a value in our company.;"React;Typescript;Docker";We're good, it feels productive, and we know how to move forward;Project architecture;Team Lead;;Enterprise Company (I work in a cubicle or large open plan office);10-19;11;Finland
d0fe7c2e01d79202749f089fdc6baf6a;Eclipse ;;Familiarity: it's what I know;;9;;;Java 8 (or newer);;Company policy: we're a $LANG shop;;9;;;Spring ;;Project requirements: it was the best fit for this particular project;;9;;;Microservices;;Suitability: it fits our requirements most effectively;;9;;;Oracle DB;;Suitability: it fits our architechture / requirements;;8;;;We don't even have ops;Faster resolution of problems;;We react to the user complains;Performance directly affects our bottom line;;MongoDb, HP Vertica.;We're good, it feels productive, and we know how to move forward;We need to care about performance more;Software Developer;;Small company (I work in a shared office space or small office);10-19;10;Peru
beaa5f0a44dfd03d4291bbd925e531ab;IntelliJ IDEA;;Functionality: it's superior;;7;;;Java 7 (or older);;Team skills: it was what we knew the best;;8;;;Spring ;;It's functionally superior;;8;;;Monolith;;Legacy reasons: it was picked ages ago, must have made sense then;;6;;;Oracle DB;;Company policy: we have licenses already;;7;;;We don't even have ops;Happier team;;We react to the user complains;We don't know how to properly address performance issues;;conemu;Typically, it's a lot of firefighting and bugfixing. Not much development.;Project architecture;Team Lead;;Enterprise Company (I work in a cubicle or large open plan office);3-9;10;Russian Federation
365e57ba7ee95684b2ec3c4ac0efd234;IntelliJ IDEA;;Functionality: it's superior;;9;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;9;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;9;;;Microservices;;Hype: it was a modern approach;;10;;;Oracle DB;;Company policy: we have licenses already;;10;;;We have a DevOps engineer;Faster delivery of features;;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;kotlin;We're good, it feels productive, and we know how to move forward;I'm the rockstar ninja as is. I'm good.;Architect;;Enterprise Company (I work in a cubicle or large open plan office);100+;8;Poland
a87615e54cc7fe8b3cca6f265c038a0b;IntelliJ IDEA;;Functionality: it's superior;;10;;;Java 7 (or older);;Company policy: we're a $LANG shop;;9;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;8;;;SOA;;Company policy: all projects use it;;9;;;Oracle DB;;Company policy: we have licenses already;;10;;;We don't even have ops;Faster delivery of features;;We react to the user complains;Performance has never been a requirement;;scala;It feels unproductive, but the project is easy to maintain in production;Application stack ;Team Lead;;Enterprise Company (I work in a cubicle or large open plan office);3-9;1;Russian Federation
a0305e317007c368969d0bac255228d0;IntelliJ IDEA;;Functionality: it's superior;;9;;;Java 8 (or newer);;Functional superiority;;9;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;10;;;Split architecture: frontend / backend;;Legacy reasons: it was picked ages ago, must have made sense then;;7;;;Postgres;;Suitability: it fits our architechture / requirements;;10;;;The Dev team and the Ops team work together;Faster resolution of problems;;We don't care;Performance has never been a requirement;;junit 5;I wish we've chosen a different set of technologies;Application stack ;Team Lead;;Midsized company (I work in an open plan office);1-2;6;Russian Federation
09ce8c84b3dc7aeee7720efa8b549aa7;IntelliJ IDEA;;Functionality: it's superior;;7;;;Java 7 (or older);;Company policy: we're a $LANG shop;;6;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;9;;;Microservices;;Our application stack encourages it;;9;;;Oracle DB;;Company policy: we have licenses already;;8;;;We have a DevOps engineer;Faster delivery of features;;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;Spring 5;We're good, it feels productive, and we know how to move forward;I'm the rockstar ninja as is. I'm good.;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);3-9;11;Romania
abf25757c317251c5c1c89bb0317b3d8;Eclipse ;;Familiarity: it's what I know;;7;;;Java 8 (or newer);;Functional superiority;;8;;;Java EE;;Project requirements: it was the best fit for this particular project;;7;;;Microservices;;Hype: it was a modern approach;;8;;;Oracle DB;;;D E F G;8;;;At least we talk to the Ops people;Faster delivery of features;;We react to the user complains;;Xrebel is not expensive but we need real floating licenses. We did not get it to work in environment with EJBS on different server than GUI. Is it even possible to see all the way through to the database in this case? If do we would appreciate a tutorial. Maybe you can provide docker image with example app for evaluation of this scenario.;Xrebel, wiremock.;We're good, it feels productive, and we know how to move forward;We need to care about performance more;Software Developer;;Midsized company (I work in an open plan office);3-9;11;Germany
3657b6c53e192dce84d11c00481dee8e;IntelliJ IDEA;;Familiarity: it's what I know;;10;;;JavaScript;;Company policy: we're a $LANG shop;;7;;;Custom in-house monstrocity;;Project requirements: it was the best fit for this particular project;;2;Not enough time / money to migrate the project though I know it'll be better;;Split architecture: frontend / backend;;Hype: it was a modern approach;;6;;;;host;;required by business domain;5;The data is too large to migrate;;We have a DevOps engineer;Happier team;;We react to the user complains;Performance has never been a requirement;;.Net;The tools are fine, the project is just too old;Project architecture;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);3-9;9;New Zealand
1ff5a0d912669a6cc8bbfbec337fe659;IntelliJ IDEA;;Functionality: it's superior;;9;;;Java 8 (or newer);;Functional superiority;;9;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;9;;;Split architecture: frontend / backend;;Legacy reasons: it was picked ages ago, must have made sense then;;1;;shitload of legacy code written in .net/C#, Node.js and PHP;MS SQL;;;legacy;8;;;We are the DevOps ;;small team. Everybody does everything;Developers are equipped with profilers to monitor performance;Performance directly affects our bottom line;;nothing to be proud of;We're good, it feels productive, and we know how to move forward;Project architecture;Software Developer;;Small company (I work in a shared office space or small office);3-9;16;United States of America (USA)
e659f9988cb07400c6eadd7a1832bb6f;IntelliJ IDEA;;Functionality: it's superior;;9;;;Scala;;Functional superiority;;8;;;Reactive stack, i.e. Play framework, Lagom, Vert.x, etc;;It's functionally superior;;8;;;Split architecture: frontend / backend;;Suitability: it fits our requirements most effectively;;8;;;MongoDB;;Suitability: it fits our architechture / requirements;;8;;;The Dev team and the Ops team work together;Faster delivery of features;;Developers are equipped with profilers to monitor performance;Performance directly affects our bottom line;;Akka streams, akka-http, Spark, Flink, Beam;We're good, it feels productive, and we know how to move forward;I need more tools not changing the existing;Consultant;;Small company (I work in a shared office space or small office);10-19;28;United States of America (USA)
af5889fec75b8ab1e90306d3dfd9f258;Eclipse ;;Familiarity: it's what I know;;9;;;Java 7 (or older);;Ecosystem: community, tools, libraries;;7;;;No stack, i.e. plain old Java;;Ecosystem: tooling, libraries, plenty of users, and support;;7;;;Library or framework;;Suitability: it fits our requirements most effectively;;8;;;;none;;;;;;We don't even have ops;Stable operating environment;;Developers are equipped with profilers to monitor performance;Performance has never been a requirement;;"Trace Modeler; Trace4J";We're good, it feels productive, and we know how to move forward;Virtualization tools;Software Developer;;Small company (I work in a shared office space or small office);1-2;20;Belgium
e99787ca7b70d21666a0380dd9852d81;IntelliJ IDEA;;Functionality: it's superior;;8;;;Java 7 (or older);;Ecosystem: community, tools, libraries;;7;;;Java EE;;It's functionally superior;;8;;;Desktop app;;Suitability: it fits our requirements most effectively;;8;;;Oracle DB;;Company policy: we have licenses already;;7;;;We are the DevOps ;Stable operating environment;;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;QLRM;We're good, it feels productive, and we know how to move forward;I'm the rockstar ninja as is. I'm good.;Team Lead;;Midsized company (I work in an open plan office);3-9;22;Switzerland
2235c2a1ef798718124c2dd38a45b84f;IntelliJ IDEA;;Functionality: it's superior;;10;;;Java 8 (or newer);;Functional superiority;;9;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;7;;;Monolith;;Hype: it was a modern approach;;9;;;MySQL;;It's strongly encouraged by our application stack choice;;10;;;We don't even have ops;Faster delivery of features;;We don't care;Performance directly affects our bottom line;;PrimeNG;We're good, it feels productive, and we know how to move forward;Programming language;Software Developer;;Small company (I work in a shared office space or small office);1-2;7;Brazil
a06d75f7f5936bdf8d3970c1b7d12dd9;Eclipse ;;Project requires it;;7;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;6;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;10;;;Monolith;;Suitability: it fits our requirements most effectively;;10;;;Oracle DB;;Company policy: we have licenses already;;10;;;We don't even have ops;Lowering complexity of the maintenance;;We react to the user complains;We don't know how to properly address performance issues;;angular 4;We're good, it feels productive, and we know how to move forward;Programming language;Team Lead;;Small company (I work in a shared office space or small office);3-9;15;Ecuador
8fba7949dcfedc1bd0b173af4ea3c43e;IntelliJ IDEA;;Functionality: it's superior;;9;;;Java 8 (or newer);;;Required for AWS Lambda;7;;;No stack, i.e. plain old Java;;Project requirements: it was the best fit for this particular project;;7;;;Serverless;;Suitability: it fits our requirements most effectively;;7;;;;DynamoDB;Suitability: it fits our architechture / requirements;;8;;;The Dev team and the Ops team work together;Faster resolution of problems;;We react to the user complains;Performance tooling / experts are expensive;;GraphQL;We're good, it feels productive, and we know how to move forward;We need to become DevOps;Team Lead;;Contractor / Freelance (I work when, where and for whom I want!);10-19;6;Netherlands
4fdd0e9c798382bfd595a4801947da06;NetBeans;;Functionality: it's superior;;7;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;8;;;No stack, i.e. plain old Java;;Project requirements: it was the best fit for this particular project;;6;;;Monolith;;Suitability: it fits our requirements most effectively;;6;;;;None;;;;;;The Dev team and the Ops team work together;Lowering complexity of the maintenance;;Developers are equipped with profilers to monitor performance;;Avoid premature optimization;"Jackson;Zulu";We're good, it feels productive, and we know how to move forward;I need more tools not changing the existing;Team Lead;;Midsized company (I work in an open plan office);10-19;31;United States of America (USA)
4c747dee8d6a6034f296433ba847e4c3;Eclipse ;;Budget;;8;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;9;;;Java EE;;Hype: they told us it's the next big thing;;6;;;Microservices;;Hype: it was a modern approach;;6;;;Postgres;;Suitability: it fits our architechture / requirements;;10;;;We have a DevOps engineer;Stable operating environment;;We react to the user complains;Performance directly affects our bottom line;;"spring cloud;eureka";I wish we've chosen a different set of technologies;Application stack ;Team Lead;;Midsized company (I work in an open plan office);10-19;8;Mauritius
bf2928f4938520414aa8f150a046cee0;IntelliJ IDEA;;Functionality: it's superior;;9;;;Java 7 (or older);;Ecosystem: community, tools, libraries;;8;;;Lightweight frameworks, i.e. Dropwizard, SparkJava, Ratpack, etc ;;Ecosystem: tooling, libraries, plenty of users, and support;;7;;;Split architecture: frontend / backend;;Our application stack encourages it;;9;;;;Google Datastore;Suitability: it fits our architechture / requirements;;7;;;We don't even have ops;Faster delivery of features;;We react to the user complains;Performance tooling / experts are expensive;;nothing;The tools are fine, the project is just too old;Programming language;Software Developer;;Midsized company (I work in an open plan office);3-9;9;France
aeca6e6d167a32e8dae5cf0d1a3d30b7;IntelliJ IDEA;;Functionality: it's superior;;8;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;7;;;Spring ;;It's functionally superior;;9;;;Microservices;;Suitability: it fits our requirements most effectively;;6;;;Cassandra;;Suitability: it fits our architechture / requirements;;6;;;We are the DevOps ;Faster resolution of problems;;We have APMs and monitor health of the deployments;Performance directly affects our bottom line;;"kubernetes; docker; prometheus; reactive";Typically, it's a lot of firefighting and bugfixing. Not much development.;Application stack ;Architect;;Small company (I work in a shared office space or small office);3-9;10;Germany
ae96585c547d4d6cc7dc0ca76eb2737e;IntelliJ IDEA;;Functionality: it's superior;;9;;;Java 8 (or newer);;Functional superiority;;9;;;Spring ;;;Picked by previous developers;8;;;Monolith;;Legacy reasons: it was picked ages ago, must have made sense then;;6;;;MS SQL;;Company policy: we have licenses already;;8;;;The Dev team and the Ops team work together;Faster resolution of problems;;We have APMs and monitor health of the deployments;We don't know how to properly address performance issues;;"Ansible;docker compose";The tools are fine, the project is just too old;Project architecture;Software Developer;;Midsized company (I work in an open plan office);3-9;5;Sweden
97212d051bd4b9dbf5c68ba594e91bfb;Eclipse ;;Functionality: it's superior;;8;;;Java 7 (or older);;Ecosystem: community, tools, libraries;;10;;;No stack, i.e. plain old Java;;Familiarity: we know it the best;;10;;;Microservices;;Familiarity: we have the skills and know we can make it work;;10;;;Oracle DB;;Company policy: we have licenses already;;10;;;Not interested, we like the wall where it is;Faster resolution of problems;;We react to the user complains;We don't know how to properly address performance issues;;REST API;I wish we've chosen a different set of technologies;Application stack ;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);100+;30;Poland
b9373829ed34b394b7bd98d0c0c836bf;IntelliJ IDEA;;Functionality: it's superior;;7;;;Java 8 (or newer);;Team skills: it was what we knew the best;;7;;;Java EE;;Ecosystem: tooling, libraries, plenty of users, and support;;6;;;Split architecture: frontend / backend;;Familiarity: we have the skills and know we can make it work;;9;;;;MariaDB;Budget;;8;;;We don't even have ops;Faster resolution of problems;;Developers are equipped with profilers to monitor performance;We don't know how to properly address performance issues;;Kotlin;We're good, it feels productive, and we know how to move forward;Programming language;Software Developer;;Contractor / Freelance (I work when, where and for whom I want!);1-2;16;Brazil
3b20f075356e5bc9c8a8e84171b950d2;IntelliJ IDEA;;Functionality: it's superior;;7;;;Java 8 (or newer);;Functional superiority;;10;;;No stack, i.e. plain old Java;;Project requirements: it was the best fit for this particular project;;8;;;Monolith;;Suitability: it fits our requirements most effectively;;8;;;Cassandra;;Suitability: it fits our architechture / requirements;;8;;;At least we talk to the Ops people;Faster delivery of features;;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;java9;We're good, it feels productive, and we know how to move forward;We need to care about performance more;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);3-9;12;Great Britain
f8e8d038f04f8bae423db180a8331d22;IntelliJ IDEA;;Functionality: it's superior;;9;;;Groovy;;Functional superiority;;8;;;Spring ;;Company policy: we have other projects using the same stack;;8;;;Microservices;;Suitability: it fits our requirements most effectively;;6;;;MongoDB;;It's strongly encouraged by our application stack choice;;5;It's a fixed project / company requirement;;The Dev team and the Ops team work together;Faster resolution of problems;;We have professional perf engineers in the team;Performance directly affects our bottom line;;"Gattling; kotlin; cucumber";We're good, it feels productive, and we know how to move forward;We need to become DevOps;Team Lead;;Enterprise Company (I work in a cubicle or large open plan office);10-19;25;
f187ec4dd0fb62ecb3dfe6abbc4e8b4c;Eclipse ;;Familiarity: it's what I know;;8;;;Java 7 (or older);;Team skills: it was what we knew the best;;8;;;Java EE;;Familiarity: we know it the best;;8;;;Split architecture: frontend / backend;;Legacy reasons: it was picked ages ago, must have made sense then;;8;;;MS SQL;;Company policy: we have licenses already;;8;;;At least we talk to the Ops people;Stable operating environment;;Developers are equipped with profilers to monitor performance;Performance has never been a requirement;;"Sonarqube;Maven;Gradle;Jenkins";The tools are fine, the project is just too old;Project architecture;Developer Advocate/Technical Evangelist;;Enterprise Company (I work in a cubicle or large open plan office);10-19;17;Germany
22d13b25249795e5564fd66eede1144a;Eclipse ;;Familiarity: it's what I know;;8;;;Java 8 (or newer);;;Requirement on project.;8;;;Java EE;;Familiarity: we know it the best;;8;;;Split architecture: frontend / backend;;Suitability: it fits our requirements most effectively;;8;;;MySQL;;Suitability: it fits our architechture / requirements;;9;;;The Dev team and the Ops team work together;Lowering complexity of the maintenance;;We benchmark or have performance tests to catch regressions;We don't know how to properly address performance issues;;REST;We're good, it feels productive, and we know how to move forward;I need more tools not changing the existing;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);3-9;18;Great Britain
efb3fdad8dd216c11c429978b1e3210a;IntelliJ IDEA;;Functionality: it's superior;;8;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;7;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;7;;;Microservices;;Suitability: it fits our requirements most effectively;;7;;;Postgres;;Suitability: it fits our architechture / requirements;;6;;;At least we talk to the Ops people;Faster resolution of problems;;We react to the user complains;Performance has never been a requirement;;graphQL;We're good, it feels productive, and we know how to move forward;We need to become DevOps;Team Lead;;Startup (I work in a small cupboard at home);3-9;25;Germany
125ffd2b7b8acf05b47ebcdf7a6cf18c;Eclipse ;;Familiarity: it's what I know;;7;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;7;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;8;;;Split architecture: frontend / backend;;Suitability: it fits our requirements most effectively;;7;;;MS SQL;;Company policy: we have licenses already;;4;It's a fixed project / company requirement;;We are the DevOps ;Faster delivery of features;;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;spring;We're good, it feels productive, and we know how to move forward;Virtualization tools;Architect;;Enterprise Company (I work in a cubicle or large open plan office);3-9;19;Netherlands
cb468f6b012f540ba954904a77426c01;IntelliJ IDEA;;Familiarity: it's what I know;;5;Not enough time to migrate though I know it'll be better;;Scala;;Ecosystem: community, tools, libraries;;9;;;Lightweight frameworks, i.e. Dropwizard, SparkJava, Ratpack, etc ;;Familiarity: we know it the best;;9;;;Microservices;;Hype: it was a modern approach;;5;The team is large and inflexible;;Postgres;;Suitability: it fits our architechture / requirements;;9;;;At least we talk to the Ops people;Lowering complexity of the maintenance;;We don't care;We don't know how to properly address performance issues;;Spark;We're good, it feels productive, and we know how to move forward;We need to care about performance more;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);10-19;5;Great Britain
c80cc49fad4d9e9054c5bc3eeb03660a;Eclipse ;;Company policy;;3;It's a fixed project / company requirement;;Java 7 (or older);;Ecosystem: community, tools, libraries;;3;It's a fixed project / company requirement;;Java EE;;Ecosystem: tooling, libraries, plenty of users, and support;;5;It's a fixed project / company requirement;;Split architecture: frontend / backend;;Legacy reasons: it was picked ages ago, must have made sense then;;3;The team is large and inflexible;;Oracle DB;;Suitability: it fits our architechture / requirements;;5;It's a fixed project / company requirement;;We are the DevOps ;Stable operating environment;;We react to the user complains;Performance directly affects our bottom line;;reactjs;It's the worst, we barely move forward;Project architecture;Software Developer;;Midsized company (I work in an open plan office);20-49;15;Hungary
ec74f64bd29b430a3d10fb28bffc296d;Eclipse ;;Familiarity: it's what I know;;8;;;Java 7 (or older);;It was an experiment;;8;;;Java EE;;Company policy: we have other projects using the same stack;;7;;;SOA;;Company policy: all projects use it;;7;;;MySQL;;Company policy: we have licenses already;;8;;;We don't even have ops;Better internal communication;;We react to the user complains;Performance tooling / experts are expensive;;Reactive Streams;We're good, it feels productive, and we know how to move forward;Application stack ;Software Developer;;Small company (I work in a shared office space or small office);10-19;5;Italy
089f0744a93f70ea8633d1d1ad7dfb3a;Eclipse ;;Company policy;;8;;;Java 7 (or older);;Company policy: we're a $LANG shop;;9;;;Java EE;;Ecosystem: tooling, libraries, plenty of users, and support;;8;;;;Monolith and split architecture;Legacy reasons: it was picked ages ago, must have made sense then;;7;;;Oracle DB;;Company policy: we have licenses already;;7;;;At least we talk to the Ops people;Stable operating environment;;We benchmark or have performance tests to catch regressions;Performance tooling / experts are expensive;;Maven;I wish we've chosen a different set of technologies;Application stack ;Architect;;Midsized company (I work in an open plan office);10-19;16;Italy
bb4be4203f04136e6600a4f3e3a130c2;IntelliJ IDEA;;Functionality: it's superior;;10;;;Java 8 (or newer);;Functional superiority;;9;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;7;;;Split architecture: frontend / backend;;Familiarity: we have the skills and know we can make it work;;8;;;Oracle DB;;Company policy: we have licenses already;;8;;;We are the DevOps ;;No choice;We benchmark or have performance tests to catch regressions;;Time;kotlin;We're good, it feels productive, and we know how to move forward;Programming language;Architect;;Midsized company (I work in an open plan office);3-9;20;United States of America (USA)
fa380e26dcbbbed6d8fd729e387d1f46;IntelliJ IDEA;;Functionality: it's superior;;8;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;8;;;Spring ;;Familiarity: we know it the best;;9;;;Microservices;;Suitability: it fits our requirements most effectively;;9;;;Oracle DB;;Company policy: we have licenses already;;8;;;The Dev team and the Ops team work together;Stable operating environment;;We have APMs and monitor health of the deployments;Performance has never been a requirement;;Kafka;We're good, it feels productive, and we know how to move forward;Project architecture;Software Developer;;Midsized company (I work in an open plan office);3-9;15;Switzerland
f2c159e16d61d8e57015a2a0077fb227;IntelliJ IDEA;;Functionality: it's superior;;8;;;Scala;;Functional superiority;;10;;;Custom in-house monstrocity;;Project requirements: it was the best fit for this particular project;;9;;;Microservices;;Our application stack encourages it;;8;;;MS SQL;;Company policy: we have licenses already;;7;;;We don't even have ops;Lowering complexity of the maintenance;;We react to the user complains;Performance has never been a requirement;;"RxJava 2.0; Visual Studio Code; H.265";We're good, it feels productive, and we know how to move forward;I'm the rockstar ninja as is. I'm good.;;Software Engineer;Small company (I work in a shared office space or small office);3-9;22;United States of America (USA)
e11c5214955261107c1df7ecaea556a2;NetBeans;;Familiarity: it's what I know;;9;;;Java 8 (or newer);;Functional superiority;;9;;;Java EE;;Company policy: we have other projects using the same stack;;8;;;Library or framework;;Company policy: all projects use it;;8;;;MS SQL;;Suitability: it fits our architechture / requirements;;8;;;At least we talk to the Ops people;Faster resolution of problems;;We have APMs and monitor health of the deployments;Performance directly affects our bottom line;;"PrimeFaces;Our Application Framework;CDI";We're good, it feels productive, and we know how to move forward;Programming language;Team Lead;;Midsized company (I work in an open plan office);10-19;25;Turkey
